iso_code,country,current_population,updated_datetime
CHN,China,"1,443,839,846",2021-06-02 12:55:28.499834
IND,India,"1,392,365,583",2021-06-02 12:55:28.499834
USA,United States,"332,764,085",2021-06-02 12:55:28.499834
IDN,Indonesia,"276,140,523",2021-06-02 12:55:28.499834
PAK,Pakistan,"224,866,511",2021-06-02 12:55:28.499834
BRA,Brazil,"213,882,580",2021-06-02 12:55:28.499834
NGA,Nigeria,"210,990,407",2021-06-02 12:55:28.499834
BGD,Bangladesh,"166,178,837",2021-06-02 12:55:28.499834
RUS,Russia,"145,913,619",2021-06-02 12:55:28.499834
MEX,Mexico,"130,158,702",2021-06-02 12:55:28.499834
JPN,Japan,"126,083,592",2021-06-02 12:55:28.499834
ETH,Ethiopia,"117,649,844",2021-06-02 12:55:28.499834
PHL,Philippines,"110,932,526",2021-06-02 12:55:28.499834
EGY,Egypt,"104,108,790",2021-06-02 12:55:28.499834
VNM,Vietnam,"98,104,510",2021-06-02 12:55:28.499834
COD,Dr Congo,"92,158,697",2021-06-02 12:55:28.499834
TUR,Turkey,"84,984,364",2021-06-02 12:55:28.499834
IRN,Iran,"84,949,750",2021-06-02 12:55:28.499834
DEU,Germany,"83,890,540",2021-06-02 12:55:28.499834
THA,Thailand,"69,939,124",2021-06-02 12:55:28.499834
GBR,United Kingdom,"68,181,501",2021-06-02 12:55:28.499834
FRA,France,"65,413,770",2021-06-02 12:55:28.499834
TZA,Tanzania,"61,360,968",2021-06-02 12:55:28.499834
ITA,Italy,"60,373,682",2021-06-02 12:55:28.499834
ZAF,South Africa,"59,984,872",2021-06-02 12:55:28.499834
KEN,Kenya,"54,890,893",2021-06-02 12:55:28.499834
MMR,Myanmar,"54,775,416",2021-06-02 12:55:28.499834
KOR,South Korea,"51,301,742",2021-06-02 12:55:28.499834
COL,Colombia,"51,234,366",2021-06-02 12:55:28.499834
UGA,Uganda,"47,015,377",2021-06-02 12:55:28.499834
ESP,Spain,"46,746,326",2021-06-02 12:55:28.499834
ARG,Argentina,"45,573,921",2021-06-02 12:55:28.499834
SDN,Sudan,"44,827,014",2021-06-02 12:55:28.499834
DZA,Algeria,"44,557,823",2021-06-02 12:55:28.499834
UKR,Ukraine,"43,487,254",2021-06-02 12:55:28.499834
IRQ,Iraq,"41,103,899",2021-06-02 12:55:28.499834
AFG,Afghanistan,"39,764,217",2021-06-02 12:55:28.499834
CAN,Canada,"38,042,373",2021-06-02 12:55:28.499834
POL,Poland,"37,801,303",2021-06-02 12:55:28.499834
MAR,Morocco,"37,311,154",2021-06-02 12:55:28.499834
SAU,Saudi Arabia,"35,298,617",2021-06-02 12:55:28.499834
UZB,Uzbekistan,"33,899,816",2021-06-02 12:55:28.499834
AGO,Angola,"33,850,076",2021-06-02 12:55:28.499834
PER,Peru,"33,329,363",2021-06-02 12:55:28.499834
MYS,Malaysia,"32,744,602",2021-06-02 12:55:28.499834
MOZ,Mozambique,"32,092,576",2021-06-02 12:55:28.499834
GHA,Ghana,"31,680,813",2021-06-02 12:55:28.499834
YEM,Yemen,"30,438,897",2021-06-02 12:55:28.499834
NPL,Nepal,"29,637,180",2021-06-02 12:55:28.499834
VEN,Venezuela,"28,686,739",2021-06-02 12:55:28.499834
MDG,Madagascar,"28,370,063",2021-06-02 12:55:28.499834
CMR,Cameroon,"27,171,412",2021-06-02 12:55:28.499834
CIV,Ivory Coast,"27,001,146",2021-06-02 12:55:28.499834
PRK,North Korea,"25,878,702",2021-06-02 12:55:28.499834
AUS,Australia,"25,765,531",2021-06-02 12:55:28.499834
NER,Niger,"25,058,582",2021-06-02 12:55:28.499834
TWN,Taiwan,"23,851,993",2021-06-02 12:55:28.499834
LKA,Sri Lanka,"21,490,735",2021-06-02 12:55:28.499834
BFA,Burkina Faso,"21,450,761",2021-06-02 12:55:28.499834
MLI,Mali,"20,808,631",2021-06-02 12:55:28.499834
MWI,Malawi,"19,607,326",2021-06-02 12:55:28.499834
CHL,Chile,"19,204,050",2021-06-02 12:55:28.499834
ROU,Romania,"19,136,426",2021-06-02 12:55:28.499834
KAZ,Kazakhstan,"18,978,027",2021-06-02 12:55:28.499834
ZMB,Zambia,"18,878,727",2021-06-02 12:55:28.499834
SYR,Syria,"18,226,777",2021-06-02 12:55:28.499834
GTM,Guatemala,"18,223,903",2021-06-02 12:55:28.499834
ECU,Ecuador,"17,869,292",2021-06-02 12:55:28.499834
SEN,Senegal,"17,161,123",2021-06-02 12:55:28.499834
NLD,Netherlands,"17,170,167",2021-06-02 12:55:28.499834
KHM,Cambodia,"16,928,792",2021-06-02 12:55:28.499834
TCD,Chad,"16,876,847",2021-06-02 12:55:28.499834
SOM,Somalia,"16,323,216",2021-06-02 12:55:28.499834
ZWE,Zimbabwe,"15,073,984",2021-06-02 12:55:28.499834
GIN,Guinea,"13,469,153",2021-06-02 12:55:28.499834
RWA,Rwanda,"13,251,467",2021-06-02 12:55:28.499834
BEN,Benin,"12,425,482",2021-06-02 12:55:28.499834
BDI,Burundi,"12,227,142",2021-06-02 12:55:28.499834
TUN,Tunisia,"11,926,858",2021-06-02 12:55:28.499834
BOL,Bolivia,"11,820,502",2021-06-02 12:55:28.499834
BEL,Belgium,"11,628,882",2021-06-02 12:55:28.499834
HTI,Haiti,"11,530,841",2021-06-02 12:55:28.499834
SSD,South Sudan,"11,366,578",2021-06-02 12:55:28.499834
CUB,Cuba,"11,318,160",2021-06-02 12:55:28.499834
DOM,Dominican Republic,"10,945,506",2021-06-02 12:55:28.499834
CZE,Czech Republic,"10,723,445",2021-06-02 12:55:28.499834
GRC,Greece,"10,374,729",2021-06-02 12:55:28.499834
JOR,Jordan,"10,261,906",2021-06-02 12:55:28.499834
AZE,Azerbaijan,"10,216,796",2021-06-02 12:55:28.499834
PRT,Portugal,"10,170,259",2021-06-02 12:55:28.499834
SWE,Sweden,"10,155,416",2021-06-02 12:55:28.499834
HND,Honduras,"10,050,696",2021-06-02 12:55:28.499834
ARE,United Arab Emirates,"9,983,120",2021-06-02 12:55:28.499834
TJK,Tajikistan,"9,733,290",2021-06-02 12:55:28.499834
HUN,Hungary,"9,636,270",2021-06-02 12:55:28.499834
BLR,Belarus,"9,443,403",2021-06-02 12:55:28.499834
PNG,Papua New Guinea,"9,105,633",2021-06-02 12:55:28.499834
AUT,Austria,"9,040,110",2021-06-02 12:55:28.499834
ISR,Israel,"8,779,357",2021-06-02 12:55:28.499834
CHE,Switzerland,"8,710,599",2021-06-02 12:55:28.499834
SRB,Serbia,"8,700,595",2021-06-02 12:55:28.499834
TGO,Togo,"8,462,653",2021-06-02 12:55:28.499834
SLE,Sierra Leone,"8,128,564",2021-06-02 12:55:28.499834
HKG,Hong Kong,"7,548,455",2021-06-02 12:55:28.499834
LAO,Laos,"7,371,360",2021-06-02 12:55:28.499834
PRY,Paraguay,"7,212,893",2021-06-02 12:55:28.499834
LBY,Libya,"6,952,014",2021-06-02 12:55:28.499834
BGR,Bulgaria,"6,900,676",2021-06-02 12:55:28.499834
LBN,Lebanon,"6,771,309",2021-06-02 12:55:28.499834
NIC,Nicaragua,"6,696,294",2021-06-02 12:55:28.499834
KGZ,Kyrgyzstan,"6,620,301",2021-06-02 12:55:28.499834
SLV,El Salvador,"6,516,023",2021-06-02 12:55:28.499834
TKM,Turkmenistan,"6,111,207",2021-06-02 12:55:28.499834
SGP,Singapore,"5,892,929",2021-06-02 12:55:28.499834
DNK,Denmark,"5,811,647",2021-06-02 12:55:28.499834
COG,Republic Of The Congo,"5,646,198",2021-06-02 12:55:28.499834
FIN,Finland,"5,547,734",2021-06-02 12:55:28.499834
NOR,Norway,"5,462,072",2021-06-02 12:55:28.499834
SVK,Slovakia,"5,460,693",2021-06-02 12:55:28.499834
OMN,Oman,"5,213,783",2021-06-02 12:55:28.499834
PSE,Palestine,"5,213,413",2021-06-02 12:55:28.499834
LBR,Liberia,"5,170,611",2021-06-02 12:55:28.499834
CRI,Costa Rica,"5,135,580",2021-06-02 12:55:28.499834
IRL,Ireland,"4,979,520",2021-06-02 12:55:28.499834
CAF,Central African Republic,"4,913,122",2021-06-02 12:55:28.499834
NZL,New Zealand,"4,857,598",2021-06-02 12:55:28.499834
MRT,Mauritania,"4,765,385",2021-06-02 12:55:28.499834
PAN,Panama,"4,376,427",2021-06-02 12:55:28.499834
KWT,Kuwait,"4,323,512",2021-06-02 12:55:28.499834
HRV,Croatia,"4,083,501",2021-06-02 12:55:28.499834
MDA,Moldova,"4,024,816",2021-06-02 12:55:28.499834
GEO,Georgia,"3,980,533",2021-06-02 12:55:28.499834
ERI,Eritrea,"3,597,198",2021-06-02 12:55:28.499834
URY,Uruguay,"3,484,269",2021-06-02 12:55:28.499834
MNG,Mongolia,"3,325,333",2021-06-02 12:55:28.499834
BIH,Bosnia And Herzegovina,"3,265,031",2021-06-02 12:55:28.499834
JAM,Jamaica,"2,972,524",2021-06-02 12:55:28.499834
ARM,Armenia,"2,967,757",2021-06-02 12:55:28.499834
QAT,Qatar,"2,926,316",2021-06-02 12:55:28.499834
ALB,Albania,"2,873,360",2021-06-02 12:55:28.499834
PRI,Puerto Rico,"2,831,073",2021-06-02 12:55:28.499834
LTU,Lithuania,"2,692,395",2021-06-02 12:55:28.499834
NAM,Namibia,"2,583,758",2021-06-02 12:55:28.499834
GMB,Gambia,"2,481,480",2021-06-02 12:55:28.499834
BWA,Botswana,"2,393,769",2021-06-02 12:55:28.499834
GAB,Gabon,"2,274,641",2021-06-02 12:55:28.499834
LSO,Lesotho,"2,157,741",2021-06-02 12:55:28.499834
MKD,North Macedonia,"2,082,743",2021-06-02 12:55:28.499834
SVN,Slovenia,"2,078,724",2021-06-02 12:55:28.499834
GNB,Guinea Bissau,"2,011,794",2021-06-02 12:55:28.499834
LVA,Latvia,"1,868,422",2021-06-02 12:55:28.499834
BHR,Bahrain,"1,744,710",2021-06-02 12:55:28.499834
GNQ,Equatorial Guinea,"1,446,253",2021-06-02 12:55:28.499834
TTO,Trinidad And Tobago,"1,403,062",2021-06-02 12:55:28.499834
TLS,Timor Leste,"1,341,909",2021-06-02 12:55:28.499834
EST,Estonia,"1,325,299",2021-06-02 12:55:28.499834
MUS,Mauritius,"1,273,319",2021-06-02 12:55:28.499834
CYP,Cyprus,"1,214,929",2021-06-02 12:55:28.499834
DJI,Djibouti,"1,001,105",2021-06-02 12:55:28.499834
FJI,Fiji,"902,422",2021-06-02 12:55:28.499834
RU,Reunion,"901,202",2021-06-02 12:55:28.499834
COM,Comoros,"886,971",2021-06-02 12:55:28.499834
GUY,Guyana,"790,041",2021-06-02 12:55:28.499834
BTN,Bhutan,"779,243",2021-06-02 12:55:28.499834
SLB,Solomon Islands,"702,658",2021-06-02 12:55:28.499834
MAC,Macau,"657,654",2021-06-02 12:55:28.499834
LUX,Luxembourg,"634,102",2021-06-02 12:55:28.499834
MNE,Montenegro,"628,053",2021-06-02 12:55:28.499834
ESH,Western Sahara,"610,765",2021-06-02 12:55:28.499834
SUR,Suriname,"591,402",2021-06-02 12:55:28.499834
CPV,Cape Verde,"561,443",2021-06-02 12:55:28.499834
MDV,Maldives,"543,275",2021-06-02 12:55:28.499834
MLT,Malta,"442,670",2021-06-02 12:55:28.499834
BRN,Brunei,"441,219",2021-06-02 12:55:28.499834
BLZ,Belize,"404,345",2021-06-02 12:55:28.499834
BHS,Bahamas,"396,628",2021-06-02 12:55:28.499834
MTQ,Martinique,"374,802",2021-06-02 12:55:28.499834
ISL,Iceland,"343,182",2021-06-02 12:55:28.499834
VUT,Vanuatu,"313,895",2021-06-02 12:55:28.499834
NCL,New Caledonia,"288,019",2021-06-02 12:55:28.499834
BRB,Barbados,"287,683",2021-06-02 12:55:28.499834
PYF,French Polynesia,"282,416",2021-06-02 12:55:28.499834
MYT,Mayotte,"279,003",2021-06-02 12:55:28.499834
STP,Sao Tome And Principe,"223,026",2021-06-02 12:55:28.499834
WSM,Samoa,"200,035",2021-06-02 12:55:28.499834
LCA,Saint Lucia,"184,343",2021-06-02 12:55:28.499834
GUM,Guam,"170,065",2021-06-02 12:55:28.499834
CUW,Curacao,"164,741",2021-06-02 12:55:28.499834
KIR,Kiribati,"121,250",2021-06-02 12:55:28.499834
FSM,Micronesia,"116,169",2021-06-02 12:55:28.499834
GRD,Grenada,"112,993",2021-06-02 12:55:28.499834
VCT,Saint Vincent And The Grenadines,"111,263",2021-06-02 12:55:28.499834
ABW,Aruba,"107,204",2021-06-02 12:55:28.499834
TON,Tonga,"106,675",2021-06-02 12:55:28.499834
VIR,United States Virgin Islands,"104,254",2021-06-02 12:55:28.499834
SYC,Seychelles,"98,880",2021-06-02 12:55:28.499834
ATG,Antigua And Barbuda,"98,674",2021-06-02 12:55:28.499834
IMN,Isle Of Man,"85,410",2021-06-02 12:55:28.499834
AND,Andorra,"77,355",2021-06-02 12:55:28.499834
DMA,Dominica,"72,167",2021-06-02 12:55:28.499834
CYM,Cayman Islands,"66,497",2021-06-02 12:55:28.499834
BMU,Bermuda,"62,090",2021-06-02 12:55:28.499834
MHL,Marshall Islands,"59,610",2021-06-02 12:55:28.499834
MNP,Northern Mariana Islands,"57,917",2021-06-02 12:55:28.499834
GRL,Greenland,"56,877",2021-06-02 12:55:28.499834
ASM,American Samoa,"55,100",2021-06-02 12:55:28.499834
KNA,Saint Kitts And Nevis,"53,544",2021-06-02 12:55:28.499834
FRO,Faroe Islands,"49,049",2021-06-02 12:55:28.499834
MAF,Sint Maarten,"43,412",2021-06-02 12:55:28.499834
MCO,Monaco,"39,511",2021-06-02 12:55:28.499834
MAF,Saint Martin,"39,234",2021-06-02 12:55:28.499834
TCA,Turks And Caicos Islands,"39,231",2021-06-02 12:55:28.499834
LIE,Liechtenstein,"38,250",2021-06-02 12:55:28.499834
SMR,San Marino,"34,017",2021-06-02 12:55:28.499834
GIB,Gibraltar,"33,698",2021-06-02 12:55:28.499834
PLW,Palau,"18,169",2021-06-02 12:55:28.499834
COK,Cook Islands,"17,565",2021-06-02 12:55:28.499834
AIA,Anguilla,"15,117",2021-06-02 12:55:28.499834
TUV,Tuvalu,"11,931",2021-06-02 12:55:28.499834
WLF,Wallis And Futuna,"11,094",2021-06-02 12:55:28.499834
NRU,Nauru,"10,876",2021-06-02 12:55:28.499834
BL,Saint Barthelemy,"9,907",2021-06-02 12:55:28.499834
SPM,Saint Pierre And Miquelon,"5,766",2021-06-02 12:55:28.499834
MSR,Montserrat,"4,977",2021-06-02 12:55:28.499834
FLK,Falkland Islands,"3,533",2021-06-02 12:55:28.499834
NIU,Niue,"1,619",2021-06-02 12:55:28.499834
TKL,Tokelau,"1,373",2021-06-02 12:55:28.499834
VAT,Vatican City,800,2021-06-02 12:55:28.499834
CHN,China,"1,443,852,922",2021-06-03 12:39:45.359468
IND,India,"1,392,401,845",2021-06-03 12:39:45.359468
USA,United States,"332,769,332",2021-06-03 12:39:45.359468
IDN,Indonesia,"276,148,213",2021-06-03 12:39:45.359468
PAK,Pakistan,"224,878,098",2021-06-03 12:39:45.359468
BRA,Brazil,"213,886,432",2021-06-03 12:39:45.359468
NGA,Nigeria,"211,004,666",2021-06-03 12:39:45.359468
BGD,Bangladesh,"166,183,169",2021-06-03 12:39:45.359468
RUS,Russia,"145,913,563",2021-06-03 12:39:45.359468
MEX,Mexico,"130,162,299",2021-06-03 12:39:45.359468
JPN,Japan,"126,082,452",2021-06-03 12:39:45.359468
ETH,Ethiopia,"117,657,711",2021-06-03 12:39:45.359468
PHL,Philippines,"110,936,501",2021-06-03 12:39:45.359468
EGY,Egypt,"104,113,987",2021-06-03 12:39:45.359468
VNM,Vietnam,"98,106,745",2021-06-03 12:39:45.359468
COD,Dr Congo,"92,166,318",2021-06-03 12:39:45.359468
TUR,Turkey,"84,986,392",2021-06-03 12:39:45.359468
IRN,Iran,"84,952,496",2021-06-03 12:39:45.359468
DEU,Germany,"83,890,885",2021-06-03 12:39:45.359468
THA,Thailand,"69,939,531",2021-06-03 12:39:45.359468
GBR,United Kingdom,"68,182,391",2021-06-03 12:39:45.359468
FRA,France,"65,414,201",2021-06-03 12:39:45.359468
TZA,Tanzania,"61,365,745",2021-06-03 12:39:45.359468
ITA,Italy,"60,373,466",2021-06-03 12:39:45.359468
ZAF,South Africa,"59,986,857",2021-06-03 12:39:45.359468
KEN,Kenya,"54,894,187",2021-06-03 12:39:45.359468
MMR,Myanmar,"54,776,479",2021-06-03 12:39:45.359468
KOR,South Korea,"51,301,862",2021-06-03 12:39:45.359468
COL,Colombia,"51,235,460",2021-06-03 12:39:45.359468
UGA,Uganda,"47,019,136",2021-06-03 12:39:45.359468
ESP,Spain,"46,746,287",2021-06-03 12:39:45.359468
ARG,Argentina,"45,575,029",2021-06-03 12:39:45.359468
SDN,Sudan,"44,829,875",2021-06-03 12:39:45.359468
DZA,Algeria,"44,559,866",2021-06-03 12:39:45.359468
UKR,Ukraine,"43,486,544",2021-06-03 12:39:45.359468
IRQ,Iraq,"41,106,521",2021-06-03 12:39:45.359468
AFG,Afghanistan,"39,766,692",2021-06-03 12:39:45.359468
CAN,Canada,"38,043,260",2021-06-03 12:39:45.359468
POL,Poland,"37,801,153",2021-06-03 12:39:45.359468
MAR,Morocco,"37,312,323",2021-06-03 12:39:45.359468
SAU,Saudi Arabia,"35,300,079",2021-06-03 12:39:45.359468
UZB,Uzbekistan,"33,901,065",2021-06-03 12:39:45.359468
AGO,Angola,"33,852,978",2021-06-03 12:39:45.359468
PER,Peru,"33,330,407",2021-06-03 12:39:45.359468
MYS,Malaysia,"32,745,700",2021-06-03 12:39:45.359468
MOZ,Mozambique,"32,095,025",2021-06-03 12:39:45.359468
GHA,Ghana,"31,682,596",2021-06-03 12:39:45.359468
YEM,Yemen,"30,440,695",2021-06-03 12:39:45.359468
NPL,Nepal,"29,638,492",2021-06-03 12:39:45.359468
VEN,Venezuela,"28,687,372",2021-06-03 12:39:45.359468
MDG,Madagascar,"28,372,054",2021-06-03 12:39:45.359468
CMR,Cameroon,"27,173,249",2021-06-03 12:39:45.359468
CIV,Ivory Coast,"27,002,970",2021-06-03 12:39:45.359468
PRK,North Korea,"25,878,992",2021-06-03 12:39:45.359468
AUS,Australia,"25,766,319",2021-06-03 12:39:45.359468
NER,Niger,"25,061,092",2021-06-03 12:39:45.359468
TWN,Taiwan,"23,852,098",2021-06-03 12:39:45.359468
LKA,Sri Lanka,"21,490,964",2021-06-03 12:39:45.359468
BFA,Burkina Faso,"21,452,371",2021-06-03 12:39:45.359468
MLI,Mali,"20,810,268",2021-06-03 12:39:45.359468
MWI,Malawi,"19,608,728",2021-06-03 12:39:45.359468
CHL,Chile,"19,204,339",2021-06-03 12:39:45.359468
ROU,Romania,"19,136,126",2021-06-03 12:39:45.359468
KAZ,Kazakhstan,"18,978,616",2021-06-03 12:39:45.359468
ZMB,Zambia,"18,880,184",2021-06-03 12:39:45.359468
SYR,Syria,"18,228,477",2021-06-03 12:39:45.359468
GTM,Guatemala,"18,224,805",2021-06-03 12:39:45.359468
ECU,Ecuador,"17,869,959",2021-06-03 12:39:45.359468
SEN,Senegal,"17,162,345",2021-06-03 12:39:45.359468
NLD,Netherlands,"17,170,269",2021-06-03 12:39:45.359468
KHM,Cambodia,"16,929,405",2021-06-03 12:39:45.359468
TCD,Chad,"16,878,172",2021-06-03 12:39:45.359468
SOM,Somalia,"16,324,477",2021-06-03 12:39:45.359468
ZWE,Zimbabwe,"15,074,616",2021-06-03 12:39:45.359468
GIN,Guinea,"13,470,129",2021-06-03 12:39:45.359468
RWA,Rwanda,"13,252,337",2021-06-03 12:39:45.359468
BEN,Benin,"12,426,370",2021-06-03 12:39:45.359468
BDI,Burundi,"12,228,125",2021-06-03 12:39:45.359468
TUN,Tunisia,"11,927,167",2021-06-03 12:39:45.359468
BOL,Bolivia,"11,820,935",2021-06-03 12:39:45.359468
BEL,Belgium,"11,629,002",2021-06-03 12:39:45.359468
HTI,Haiti,"11,531,218",2021-06-03 12:39:45.359468
SSD,South Sudan,"11,367,092",2021-06-03 12:39:45.359468
CUB,Cuba,"11,318,137",2021-06-03 12:39:45.359468
DOM,Dominican Republic,"10,945,791",2021-06-03 12:39:45.359468
CZE,Czech Republic,"10,723,484",2021-06-03 12:39:45.359468
GRC,Greece,"10,374,590",2021-06-03 12:39:45.359468
JOR,Jordan,"10,262,153",2021-06-03 12:39:45.359468
AZE,Azerbaijan,"10,217,023",2021-06-03 12:39:45.359468
PRT,Portugal,"10,170,178",2021-06-03 12:39:45.359468
SWE,Sweden,"10,155,581",2021-06-03 12:39:45.359468
HND,Honduras,"10,051,123",2021-06-03 12:39:45.359468
ARE,United Arab Emirates,"9,983,397",2021-06-03 12:39:45.359468
TJK,Tajikistan,"9,733,858",2021-06-03 12:39:45.359468
HUN,Hungary,"9,636,197",2021-06-03 12:39:45.359468
BLR,Belarus,"9,443,384",2021-06-03 12:39:45.359468
PNG,Papua New Guinea,"9,106,098",2021-06-03 12:39:45.359468
AUT,Austria,"9,040,213",2021-06-03 12:39:45.359468
ISR,Israel,"8,779,719",2021-06-03 12:39:45.359468
CHE,Switzerland,"8,710,769",2021-06-03 12:39:45.359468
SRB,Serbia,"8,700,490",2021-06-03 12:39:45.359468
TGO,Togo,"8,463,195",2021-06-03 12:39:45.359468
SLE,Sierra Leone,"8,129,008",2021-06-03 12:39:45.359468
HKG,Hong Kong,"7,548,607",2021-06-03 12:39:45.359468
LAO,Laos,"7,371,638",2021-06-03 12:39:45.359468
PRY,Paraguay,"7,213,127",2021-06-03 12:39:45.359468
LBY,Libya,"6,952,241",2021-06-03 12:39:45.359468
BGR,Bulgaria,"6,900,537",2021-06-03 12:39:45.359468
LBN,Lebanon,"6,771,234",2021-06-03 12:39:45.359468
NIC,Nicaragua,"6,696,506",2021-06-03 12:39:45.359468
KGZ,Kyrgyzstan,"6,620,581",2021-06-03 12:39:45.359468
SLV,El Salvador,"6,516,109",2021-06-03 12:39:45.359468
TKM,Turkmenistan,"6,111,441",2021-06-03 12:39:45.359468
SGP,Singapore,"5,893,060",2021-06-03 12:39:45.359468
DNK,Denmark,"5,811,705",2021-06-03 12:39:45.359468
COG,Republic Of The Congo,"5,646,573",2021-06-03 12:39:45.359468
FIN,Finland,"5,547,756",2021-06-03 12:39:45.359468
NOR,Norway,"5,462,196",2021-06-03 12:39:45.359468
SVK,Slovakia,"5,460,694",2021-06-03 12:39:45.359468
OMN,Oman,"5,214,117",2021-06-03 12:39:45.359468
PSE,Palestine,"5,213,737",2021-06-03 12:39:45.359468
LBR,Liberia,"5,170,945",2021-06-03 12:39:45.359468
CRI,Costa Rica,"5,135,700",2021-06-03 12:39:45.359468
IRL,Ireland,"4,979,638",2021-06-03 12:39:45.359468
CAF,Central African Republic,"4,913,360",2021-06-03 12:39:45.359468
NZL,New Zealand,"4,857,703",2021-06-03 12:39:45.359468
MRT,Mauritania,"4,765,723",2021-06-03 12:39:45.359468
PAN,Panama,"4,376,606",2021-06-03 12:39:45.359468
KWT,Kuwait,"4,323,687",2021-06-03 12:39:45.359468
HRV,Croatia,"4,083,437",2021-06-03 12:39:45.359468
MDA,Moldova,"4,024,788",2021-06-03 12:39:45.359468
GEO,Georgia,"3,980,507",2021-06-03 12:39:45.359468
ERI,Eritrea,"3,597,346",2021-06-03 12:39:45.359468
URY,Uruguay,"3,484,299",2021-06-03 12:39:45.359468
MNG,Mongolia,"3,325,470",2021-06-03 12:39:45.359468
BIH,Bosnia And Herzegovina,"3,264,977",2021-06-03 12:39:45.359468
JAM,Jamaica,"2,972,556",2021-06-03 12:39:45.359468
ARM,Armenia,"2,967,770",2021-06-03 12:39:45.359468
QAT,Qatar,"2,926,462",2021-06-03 12:39:45.359468
ALB,Albania,"2,873,345",2021-06-03 12:39:45.359468
PRI,Puerto Rico,"2,830,975",2021-06-03 12:39:45.359468
LTU,Lithuania,"2,692,307",2021-06-03 12:39:45.359468
NAM,Namibia,"2,583,882",2021-06-03 12:39:45.359468
GMB,Gambia,"2,481,670",2021-06-03 12:39:45.359468
BWA,Botswana,"2,393,889",2021-06-03 12:39:45.359468
GAB,Gabon,"2,274,787",2021-06-03 12:39:45.359468
LSO,Lesotho,"2,157,788",2021-06-03 12:39:45.359468
MKD,North Macedonia,"2,082,740",2021-06-03 12:39:45.359468
SVN,Slovenia,"2,078,724",2021-06-03 12:39:45.359468
GNB,Guinea Bissau,"2,011,923",2021-06-03 12:39:45.359468
LVA,Latvia,"1,868,371",2021-06-03 12:39:45.359468
BHR,Bahrain,"1,744,834",2021-06-03 12:39:45.359468
GNQ,Equatorial Guinea,"1,446,380",2021-06-03 12:39:45.359468
TTO,Trinidad And Tobago,"1,403,073",2021-06-03 12:39:45.359468
TLS,Timor Leste,"1,341,977",2021-06-03 12:39:45.359468
EST,Estonia,"1,325,295",2021-06-03 12:39:45.359468
MUS,Mauritius,"1,273,323",2021-06-03 12:39:45.359468
CYP,Cyprus,"1,214,952",2021-06-03 12:39:45.359468
DJI,Djibouti,"1,001,143",2021-06-03 12:39:45.359468
FJI,Fiji,"902,439",2021-06-03 12:39:45.359468
RU,Reunion,"901,219",2021-06-03 12:39:45.359468
COM,Comoros,"887,022",2021-06-03 12:39:45.359468
GUY,Guyana,"790,051",2021-06-03 12:39:45.359468
BTN,Bhutan,"779,266",2021-06-03 12:39:45.359468
SLB,Solomon Islands,"702,705",2021-06-03 12:39:45.359468
MAC,Macau,"657,680",2021-06-03 12:39:45.359468
LUX,Luxembourg,"634,127",2021-06-03 12:39:45.359468
MNE,Montenegro,"628,053",2021-06-03 12:39:45.359468
ESH,Western Sahara,"610,804",2021-06-03 12:39:45.359468
SUR,Suriname,"591,415",2021-06-03 12:39:45.359468
CPV,Cape Verde,"561,458",2021-06-03 12:39:45.359468
MDV,Maldives,"543,287",2021-06-03 12:39:45.359468
MLT,Malta,"442,674",2021-06-03 12:39:45.359468
BRN,Brunei,"441,230",2021-06-03 12:39:45.359468
BLZ,Belize,"404,365",2021-06-03 12:39:45.359468
BHS,Bahamas,"396,638",2021-06-03 12:39:45.359468
MTQ,Martinique,"374,800",2021-06-03 12:39:45.359468
ISL,Iceland,"343,188",2021-06-03 12:39:45.359468
VUT,Vanuatu,"313,915",2021-06-03 12:39:45.359468
NCL,New Caledonia,"288,026",2021-06-03 12:39:45.359468
BRB,Barbados,"287,684",2021-06-03 12:39:45.359468
PYF,French Polynesia,"282,420",2021-06-03 12:39:45.359468
MYT,Mayotte,"279,020",2021-06-03 12:39:45.359468
STP,Sao Tome And Principe,"223,038",2021-06-03 12:39:45.359468
WSM,Samoa,"200,039",2021-06-03 12:39:45.359468
LCA,Saint Lucia,"184,345",2021-06-03 12:39:45.359468
GUM,Guam,"170,069",2021-06-03 12:39:45.359468
CUW,Curacao,"164,743",2021-06-03 12:39:45.359468
KIR,Kiribati,"121,255",2021-06-03 12:39:45.359468
FSM,Micronesia,"116,172",2021-06-03 12:39:45.359468
GRD,Grenada,"112,994",2021-06-03 12:39:45.359468
VCT,Saint Vincent And The Grenadines,"111,263",2021-06-03 12:39:45.359468
ABW,Aruba,"107,204",2021-06-03 12:39:45.359468
TON,Tonga,"106,678",2021-06-03 12:39:45.359468
VIR,United States Virgin Islands,"104,253",2021-06-03 12:39:45.359468
SYC,Seychelles,"98,881",2021-06-03 12:39:45.359468
ATG,Antigua And Barbuda,"98,676",2021-06-03 12:39:45.359468
IMN,Isle Of Man,"85,410",2021-06-03 12:39:45.359468
AND,Andorra,"77,355",2021-06-03 12:39:45.359468
DMA,Dominica,"72,167",2021-06-03 12:39:45.359468
CYM,Cayman Islands,"66,497",2021-06-03 12:39:45.359468
BMU,Bermuda,"62,090",2021-06-03 12:39:45.359468
MHL,Marshall Islands,"59,610",2021-06-03 12:39:45.359468
MNP,Northern Mariana Islands,"57,917",2021-06-03 12:39:45.359468
